dest_ip,protocol,port,size,priority
144.210.171.254,6,80,799,8
254.227.54.7,6,80,673,8
137.239.105.138,6,80,1368,8
217.250.251.185,6,443,993,8
175.23.141.187,6,80,167,8
209.88.113.54,6,62791,166,5
119.57.27.238,17,3860,1380,5
84.151.6.43,17,53,756,9
147.65.221.115,6,17946,587,5
242.209.35.93,6,80,797,8
227.175.133.65,17,53,1325,9
75.55.97.125,17,53,1028,9
99.211.153.127,17,51896,1304,5
2.47.138.71,17,17479,671,5
82.135.199.46,17,47199,1497,5
38.134.213.198,6,2170,1278,5
219.6.240.114,17,53,812,9
196.141.39.108,17,6716,437,5
136.73.6.110,6,80,264,8
236.228.42.165,17,38400,647,5
147.172.215.27,17,60614,333,5
37.245.237.111,6,16529,352,5
78.248.167.135,17,59362,1004,5
25.212.90.85,17,53,1292,9
17.187.121.122,17,1254,633,5
222.220.194.255,17,23377,111,5
237.175.234.84,17,35853,1399,5
168.125.162.175,17,5424,953,5
51.162.180.123,6,443,409,8
41.205.77.92,6,80,752,8
253.178.105.229,6,80,400,8
235.125.36.72,6,80,1096,8
197.184.108.130,17,53,565,9
6.252.230.90,6,29470,834,5
241.195.82.148,17,55956,819,5
242.177.6.138,17,53,1352,9
6.130.46.19,17,1054,163,5
53.101.200.162,17,54274,459,5
12.153.78.193,6,80,147,8
112.68.155.81,6,80,668,8
50.217.236.62,6,443,1353,8
197.95.48.161,17,50618,738,5
31.233.4.141,17,56685,251,5
248.32.92.95,17,64968,971,5
132.57.24.25,6,80,362,8
53.170.213.151,6,55682,1324,5
240.209.112.27,17,25177,1035,5
254.207.192.219,17,53,271,9
106.69.209.233,17,53,931,9
129.196.221.168,17,53,869,9
122.92.212.38,17,27369,698,5
130.60.121.74,6,443,562,8
241.228.194.122,17,53,1105,9
4.34.27.242,17,53,301,9
107.134.8.209,6,80,1232,8
25.157.237.94,17,53,863,9
16.183.222.51,6,443,440,8
166.233.151.174,17,43136,896,5
179.130.193.174,6,80,644,8
207.103.67.101,6,443,416,8
224.61.185.24,17,53,915,9
246.216.17.239,6,14537,1081,5
229.183.127.73,17,53,1355,9
11.157.85.205,17,53,505,9
216.240.45.65,6,443,913,8
2.95.199.15,6,80,1026,8
132.196.105.177,17,53,1463,9
9.251.77.75,6,443,643,8
75.7.151.82,17,53,736,9
158.24.22.32,6,443,1422,8
210.192.142.228,17,41064,1170,5
107.83.65.192,6,443,868,8
171.45.208.86,6,443,702,8
236.201.209.90,17,53,1075,9
201.91.201.23,17,53,1135,9
7.172.199.23,17,60116,865,5
52.62.98.63,17,53,116,9
215.103.160.215,6,58464,479,5
159.53.186.64,6,9561,1164,5
6.156.204.10,17,53,358,9
120.114.215.63,17,53,1337,9
104.92.8.98,6,80,522,8
138.27.7.68,17,53,753,9
43.116.24.152,17,53,538,9
25.161.39.35,6,443,1457,8
57.2.216.167,6,60216,389,5
16.250.185.9,17,50684,398,5
247.254.183.53,6,443,977,8
112.191.23.131,17,53,594,9
0.47.74.238,17,27975,786,5
121.235.23.151,17,28331,586,5
65.193.174.226,6,11365,872,5
138.60.135.67,6,44227,324,5
24.173.142.235,6,80,1256,8
146.60.193.23,17,23263,982,5
32.54.151.26,6,80,601,8
131.197.156.20,6,443,618,8
36.129.36.20,6,443,680,8
168.193.251.100,6,80,1283,8
190.65.99.95,17,32371,1114,5
183.158.225.64,6,17031,481,5
157.113.152.0,6,443,89,8
63.241.128.210,6,443,301,8
64.43.244.149,17,53,919,9
77.21.108.98,17,53,459,9
230.71.188.252,6,443,1435,8
83.244.35.131,6,443,736,8
217.202.166.9,6,443,472,8
204.189.209.94,17,53,1228,9
161.194.231.12,17,21181,1329,5
203.80.90.163,17,53,1235,9
250.194.132.221,6,80,461,8
3.170.150.210,6,55509,1268,5
162.119.39.155,17,35621,852,5
60.226.98.24,6,443,1407,8
101.146.76.159,6,4627,671,5
123.20.41.23,17,53,860,9
219.144.242.50,6,443,1366,8
103.217.32.179,6,80,71,8
254.33.129.253,17,53,645,9
112.154.220.149,17,53,922,9
190.181.186.15,6,443,90,8
86.92.151.138,17,52562,104,5
47.178.160.215,6,80,1400,8
223.57.127.165,17,57999,1456,5
219.48.221.173,17,53,582,9
67.75.3.61,6,80,1272,8
200.46.39.163,6,443,200,8
139.22.240.167,6,443,1289,8
24.54.160.39,6,443,1473,8
249.159.92.6,6,80,640,8
212.127.253.53,17,23086,1172,5
182.115.51.224,6,80,960,8
88.253.231.11,6,443,319,8
115.219.73.208,17,53,217,9
240.134.66.74,17,53010,1455,5
46.191.175.76,17,12193,668,5
130.202.165.38,17,27359,933,5
174.58.31.50,6,443,160,8
198.162.32.133,17,53,1122,9
190.157.212.140,6,443,960,8
199.169.255.48,17,53,246,9
136.124.237.185,17,53,470,9
138.25.222.31,17,53,1352,9
42.176.90.248,6,443,1363,8
40.163.211.163,17,53,1359,9
174.46.125.210,6,22601,1449,5
183.81.104.246,6,16911,617,5
51.195.32.21,6,80,941,8
102.159.154.74,6,443,475,8
121.254.232.66,17,53,317,9
82.105.110.235,6,80,462,8
76.204.90.254,6,443,979,8
19.42.182.73,6,12363,97,5
171.9.236.98,17,53,1327,9
17.26.198.113,6,15389,1374,5
193.82.202.246,17,53,1096,9
35.234.234.79,6,443,987,8
250.116.237.11,6,44520,1110,5
107.68.49.42,17,53,580,9
151.103.16.215,17,53,1472,9
89.180.75.152,17,16311,308,5
242.244.242.64,6,443,1373,8
102.196.206.155,6,443,94,8
172.28.252.252,17,53,1239,9
52.177.88.170,17,53,604,9
83.213.9.175,6,443,725,8
163.2.123.33,6,80,1405,8
133.71.94.225,17,27663,1499,5
134.52.167.205,6,24792,1395,5
153.51.202.39,17,53,861,9
112.50.151.210,6,443,230,8
210.126.88.70,6,45104,225,5
156.43.76.169,6,443,500,8
39.87.89.160,6,80,108,8
184.82.93.227,6,33595,390,5
224.15.110.162,17,29936,532,5
10.125.29.224,6,443,905,8
65.101.83.161,6,80,122,8
160.124.104.194,6,18838,326,5
74.133.251.209,6,443,1103,8
133.216.204.8,17,49902,82,5
221.118.55.23,17,53,1199,9
110.182.213.75,17,60735,268,5
197.27.39.117,6,443,1140,8
187.129.92.86,6,443,213,8
231.156.121.125,6,52775,568,5
84.46.46.106,17,53,772,9
91.78.39.155,17,53,1459,9
3.79.32.41,17,53,1052,9
124.76.236.125,17,27187,1151,5
149.245.242.172,6,443,175,8
68.8.119.1,6,14705,1030,5
144.204.122.66,6,80,1098,8
170.229.4.144,17,20071,949,5
24.76.65.120,17,53,1423,9
61.21.211.238,17,53,1125,9
154.147.3.234,6,443,987,8
208.182.108.16,6,80,754,8
10.52.150.112,17,53,1206,9
232.120.4.88,6,443,1112,8
46.68.211.73,17,12293,263,5
84.54.222.179,6,443,542,8
228.20.242.197,6,80,640,8
174.217.218.197,17,39720,1392,5
247.48.208.126,17,39694,1110,5
70.209.98.214,6,80,309,8
200.161.52.170,17,60683,1161,5
83.19.62.161,6,31743,816,5
162.130.187.171,6,16053,1414,5
41.28.144.148,17,30609,931,5
165.246.33.129,6,57499,580,5
189.158.211.252,6,443,1272,8
192.217.134.63,6,443,906,8
22.192.38.1,17,53,1140,9
247.69.117.205,17,45712,506,5
78.75.54.170,6,25086,508,5
103.243.228.191,17,53,972,9
159.46.68.74,6,46161,857,5
163.180.162.64,17,17911,973,5
193.174.53.187,6,80,1467,8
51.192.11.125,17,53,332,9
124.69.214.93,6,443,445,8
43.37.165.138,17,19833,1182,5
4.19.208.73,6,443,594,8
45.139.98.182,17,7362,1396,5
19.112.127.203,6,80,145,8
23.230.174.153,17,32514,860,5
169.198.212.227,17,48824,590,5
218.42.91.95,17,53,636,9
90.146.157.39,6,443,1084,8
98.159.25.98,6,80,1419,8
204.105.168.202,17,45302,990,5
248.130.195.38,17,51559,1437,5
57.142.31.54,6,80,885,8
211.125.133.51,17,53,329,9
254.32.25.59,17,56328,630,5
6.191.121.207,17,53,129,9
56.14.193.157,6,23314,1463,5
224.8.232.237,17,28191,754,5
207.192.31.188,6,80,1193,8
37.55.104.87,17,53,1006,9
75.250.162.158,6,443,121,8
246.239.102.228,6,57739,261,5
112.95.5.43,6,443,404,8
49.54.149.18,17,53,943,9
205.61.222.227,6,443,626,8
110.106.163.236,17,63717,1102,5
60.21.174.31,17,46201,271,5
138.85.161.75,17,53,1281,9
177.117.126.125,17,46278,388,5
179.210.196.169,17,62740,353,5
148.54.159.93,6,443,513,8
181.86.174.172,17,53,829,9
137.13.88.229,17,53,400,9
57.85.177.16,6,80,1307,8
214.44.75.228,6,80,566,8
112.24.79.149,6,52577,439,5
151.79.230.104,6,80,1495,8
254.236.0.116,17,63942,1170,5
166.120.151.83,6,80,338,8
229.85.224.135,17,61250,1322,5
180.208.170.234,17,34023,818,5
90.186.195.75,6,80,1435,8
153.5.100.33,17,53,308,9
101.112.97.8,17,53,1472,9
169.107.199.97,17,14023,1136,5
77.254.68.140,6,443,886,8
104.58.117.94,6,443,1015,8
150.61.70.6,17,8317,255,5
220.220.35.252,6,443,1207,8
193.36.180.113,6,443,638,8
150.98.248.131,17,53,331,9
49.210.140.105,17,54832,157,5
253.85.200.68,6,80,1201,8
213.243.4.160,17,53,1374,9
237.199.141.123,6,443,689,8
186.137.237.163,6,61925,1106,5
84.240.50.123,17,36976,658,5
175.115.76.69,6,20654,1315,5
206.14.215.53,17,61552,1327,5
121.114.198.41,6,443,859,8
216.230.101.1,17,29432,988,5
46.216.104.4,17,53,1130,9
79.170.128.54,17,53,1122,9
64.131.255.143,6,80,765,8
23.58.96.61,6,55138,330,5
66.176.126.49,17,57501,473,5
51.90.255.229,6,443,449,8
20.225.170.189,6,44197,684,5
65.253.18.129,6,443,1294,8
142.159.247.74,17,53,1215,9
174.198.22.148,6,10581,112,5
24.114.13.199,17,53,1021,9
3.56.87.228,6,443,1255,8
83.173.19.44,6,443,325,8
78.103.79.114,6,80,1432,8
44.33.241.237,17,17879,629,5
127.138.31.202,6,443,951,8
137.3.200.199,6,1849,705,5
249.204.89.110,6,443,1109,8
197.160.183.195,17,53,310,9
129.224.75.170,6,443,649,8
113.242.127.15,17,25443,375,5
159.64.206.106,6,443,322,8
239.42.223.248,6,443,378,8
239.94.74.102,17,53,1008,9
27.151.35.50,17,55966,1312,5
174.219.48.70,6,61178,141,5
25.135.90.66,17,53,781,9
212.238.227.19,17,53,913,9
200.184.84.123,17,4554,452,5
241.170.182.55,17,29849,160,5
16.194.56.186,6,38115,831,5
63.8.106.158,17,53,787,9
36.49.145.235,6,58721,1146,5
125.162.251.72,6,51829,1498,5
203.71.30.202,17,46098,485,5
10.165.170.242,17,53,274,9
151.84.129.163,17,5726,1449,5
167.161.62.98,17,46672,1379,5
133.140.89.146,17,46120,192,5
164.168.168.68,17,36838,229,5
72.85.244.74,17,61057,1098,5
34.174.136.136,6,443,1271,8
195.118.55.214,6,443,943,8
160.87.197.88,6,80,484,8
103.124.37.176,17,4761,1095,5
96.135.117.165,17,53,809,9
125.143.35.5,17,53,887,9
125.193.221.160,6,1651,164,5
99.136.246.220,6,80,1061,8
212.205.69.169,6,50502,660,5
22.212.253.255,6,443,736,8
7.40.151.25,17,53682,1275,5
247.126.30.230,6,13717,973,5
98.136.229.218,6,62204,917,5
137.170.225.69,6,20854,930,5
217.102.136.201,6,443,174,8
130.61.38.156,6,31163,1361,5
54.233.6.55,17,53,1028,9
81.255.222.246,6,443,1392,8
182.202.248.64,17,53,549,9
126.202.91.45,6,59830,627,5
156.238.175.116,17,53,254,9
97.169.62.207,6,443,100,8
74.90.98.211,17,60263,385,5
231.134.123.191,6,443,1268,8
58.118.147.120,6,26433,338,5
102.230.196.138,6,16235,656,5
39.234.246.101,6,17504,1107,5
153.71.201.138,17,53,127,9
236.19.215.195,6,33826,870,5
79.75.18.82,6,8204,230,5
233.234.157.73,6,80,1268,8
2.158.67.93,17,36626,739,5
210.212.126.199,6,443,205,8
96.139.181.8,6,61720,1097,5
199.123.79.255,6,443,575,8
177.73.50.75,17,49107,641,5
196.98.104.214,17,35316,1497,5
176.131.7.225,6,80,1467,8
29.72.8.67,6,443,1084,8
202.139.110.76,6,15006,1227,5
17.6.42.53,6,10761,468,5
137.116.225.106,6,443,387,8
189.118.187.47,6,443,1496,8
177.236.199.194,17,53,253,9
73.84.16.91,6,31974,165,5
66.241.156.123,17,19741,640,5
194.208.49.173,6,23008,1475,5
216.177.58.157,17,53,784,9
51.102.218.135,6,80,294,8
9.35.81.217,6,443,1332,8
122.147.239.14,6,3266,387,5
28.133.37.16,17,63223,304,5
99.88.39.6,17,1849,1477,5
17.65.38.175,17,31955,1192,5
94.243.109.77,17,28595,1079,5
189.4.67.240,17,46143,847,5
196.229.122.146,6,80,705,8
249.121.84.155,17,53,1306,9
196.191.164.36,17,53,821,9
185.147.182.95,6,443,995,8
39.24.9.133,6,80,876,8
44.239.120.29,17,53,365,9
118.71.244.63,17,53,1230,9
14.114.19.101,17,8914,398,5
97.73.238.66,6,443,1275,8
242.98.225.69,17,20036,1393,5
129.110.165.194,6,443,396,8
57.169.10.69,6,80,261,8
160.145.18.155,6,48110,1110,5
184.159.82.210,17,53,702,9
112.198.155.66,6,80,1056,8
215.234.134.37,6,443,1243,8
41.61.183.250,17,53,1311,9
81.75.48.169,17,53,955,9
16.172.114.189,17,53,484,9
184.113.137.225,17,53,1241,9
82.88.16.134,17,37509,330,5
9.214.140.220,17,60343,1068,5
230.201.253.84,17,18253,878,5
175.47.95.139,6,80,1234,8
1.130.196.129,6,80,111,8
145.35.242.197,17,51932,1056,5
219.100.140.167,17,22493,141,5
139.171.76.27,17,22876,1262,5
98.212.123.255,17,27837,188,5
99.3.43.212,6,28537,1361,5
64.2.197.235,6,443,85,8
162.254.156.180,17,53,1409,9
230.9.32.66,17,53,1291,9
225.35.67.63,6,443,278,8
57.77.145.86,17,53,369,9
187.33.104.196,6,443,600,8
41.10.131.3,6,443,1206,8
189.113.1.127,17,53,968,9
76.195.120.195,17,5933,1457,5
10.228.224.150,6,443,658,8
218.7.240.142,17,50039,195,5
252.204.26.125,17,53,563,9
160.98.76.72,6,443,545,8
103.226.2.14,17,55749,1009,5
226.53.9.168,6,80,996,8
115.202.180.227,17,56738,1194,5
243.206.202.175,17,10022,1194,5
118.169.15.120,17,33106,260,5
86.122.37.248,17,42566,1468,5
170.85.233.175,6,80,963,8
135.169.239.175,17,23767,1033,5
62.250.82.140,17,7192,841,5
182.108.74.3,17,17550,269,5
145.129.200.162,6,3449,1333,5
202.197.164.198,6,11778,108,5
78.144.238.135,17,53,428,9
100.144.122.99,6,443,940,8
120.97.39.105,17,53,1090,9
115.203.59.63,6,443,237,8
105.128.142.60,17,48443,123,5
51.12.132.97,6,46994,1430,5
227.210.26.51,6,443,476,8
168.222.235.28,6,80,703,8
110.137.98.101,6,51221,1209,5
241.117.130.8,6,80,773,8
52.218.31.80,6,443,394,8
44.30.134.187,6,21695,1379,5
196.236.234.50,6,29968,1011,5
164.40.46.196,6,443,1385,8
205.3.164.2,6,80,1151,8
38.147.45.149,6,443,914,8
81.5.136.169,6,80,99,8
189.12.22.86,17,10756,734,5
124.151.99.55,6,443,147,8
16.187.94.211,6,443,1168,8
5.126.204.250,6,61175,564,5
222.149.45.29,6,443,1139,8
23.6.195.205,6,6034,1353,5
91.80.115.199,6,80,342,8
190.91.138.146,17,49938,1461,5
245.60.164.139,17,53,325,9
16.230.227.131,6,80,128,8
114.85.126.78,17,18899,745,5
44.219.22.37,6,4110,776,5
77.161.43.2,6,80,1244,8
225.108.119.172,6,80,1351,8
41.203.49.177,17,53,1097,9
104.224.200.0,6,443,824,8
160.241.85.251,6,80,1484,8
242.5.218.130,6,56875,725,5
232.192.86.61,6,443,684,8
10.20.179.9,6,80,394,8
225.86.223.23,17,53,219,9
121.10.71.78,6,60358,1095,5
122.20.207.152,17,62159,742,5
196.99.41.154,6,12932,873,5
146.104.181.223,17,13811,1223,5
94.182.59.197,6,443,568,8
45.95.77.211,6,443,1271,8
159.192.128.134,6,80,556,8
173.104.83.198,17,64736,284,5
234.177.11.207,6,80,821,8
162.92.108.92,6,80,587,8
201.93.32.147,17,33902,311,5
126.167.237.237,17,53,902,9
151.31.100.13,6,80,779,8
253.224.43.122,6,20412,1168,5
64.177.251.32,6,80,1284,8
131.111.173.56,6,31666,751,5
6.0.114.195,6,49851,442,5
42.184.198.16,17,32022,1321,5
166.63.105.234,6,443,534,8
179.84.241.157,6,44310,694,5
67.91.102.37,17,53,1246,9
255.3.241.169,6,37111,459,5
86.103.145.137,17,13570,1388,5
168.29.14.207,17,18727,135,5
168.207.32.200,17,22689,1100,5
8.8.29.33,6,80,824,8
146.218.229.167,17,53,237,9
77.126.110.235,17,30024,988,5
120.89.217.6,17,53,951,9
99.109.254.186,6,31294,210,5
96.9.77.179,6,47534,862,5
108.172.246.217,6,19705,417,5
181.16.86.26,6,80,1032,8
49.98.30.149,6,49118,778,5
72.25.162.58,6,443,1147,8
171.251.154.191,6,5316,723,5
233.208.194.236,17,1637,1020,5
229.84.103.79,17,61260,942,5
195.22.149.156,6,80,1130,8
62.50.177.180,17,53,1019,9
45.86.230.22,17,53,962,9
16.161.42.11,17,7541,593,5
19.78.43.217,17,16554,1273,5
185.29.140.76,17,53,1297,9
18.4.155.10,6,443,421,8
248.23.147.161,17,40140,768,5
170.57.97.190,6,443,1490,8
156.209.18.107,6,15982,1158,5
35.130.210.128,6,80,1498,8
237.51.41.183,17,21920,754,5
47.129.212.178,6,443,1328,8
23.114.44.240,6,443,1028,8
175.131.140.6,17,53,820,9
53.208.234.67,17,53,867,9
183.139.242.157,6,80,483,8
99.11.240.219,6,80,1442,8
49.80.195.35,17,5447,1171,5
209.75.4.155,17,52495,1008,5
180.206.95.49,6,443,558,8
120.30.45.53,6,443,987,8
220.99.223.94,17,53,718,9
113.72.192.7,17,53,170,9
129.241.13.4,6,62903,446,5
20.93.238.199,17,53,620,9
249.100.138.15,17,44713,872,5
67.101.28.184,6,80,67,8
194.252.147.217,17,2747,437,5
48.45.199.43,17,49136,384,5
217.62.235.8,17,53,1371,9
58.75.144.227,17,53,1413,9
163.254.8.91,6,80,299,8
55.223.197.113,6,80,613,8
174.251.227.179,6,443,1454,8
41.72.155.218,6,443,343,8
15.198.76.240,6,38385,1360,5
126.113.189.168,17,3132,1227,5
110.26.177.26,6,80,523,8
114.40.153.162,6,8619,1446,5
172.172.27.24,6,80,1143,8
234.27.36.143,17,53,104,9
245.148.109.228,17,49576,714,5
145.183.42.92,6,80,232,8
81.174.45.72,6,64609,665,5
207.155.109.51,17,8905,769,5
94.213.96.195,17,53,510,9
125.52.213.236,17,53,127,9
190.182.79.216,6,443,1200,8
43.169.91.144,6,10786,957,5
176.220.128.232,6,6390,357,5
104.228.56.224,6,80,284,8
225.70.4.223,17,27535,419,5
103.58.216.203,6,443,1455,8
118.226.110.147,17,38547,811,5
39.22.90.182,17,53,1011,9
98.180.85.80,6,34156,951,5
243.27.56.136,17,53,96,9
223.148.162.248,6,443,1283,8
201.203.193.72,17,53,765,9
38.62.6.112,17,43186,1257,5
93.159.44.140,17,10723,1413,5
231.197.211.20,6,80,773,8
242.47.222.184,6,80,1360,8
55.140.231.183,6,34615,469,5
4.50.23.228,6,22648,1003,5
120.231.225.144,6,4876,1274,5
69.89.13.96,6,443,903,8
50.160.43.83,17,32740,902,5
127.80.133.231,17,34267,239,5
40.135.107.127,6,55684,837,5
71.21.90.211,6,443,1395,8
48.160.78.11,17,53,791,9
127.199.111.106,17,59485,987,5
218.2.68.68,17,38621,464,5
170.113.41.92,6,32393,1160,5
27.35.145.240,6,59497,922,5
243.244.141.83,17,52411,1184,5
180.189.254.237,6,80,1418,8
155.153.240.18,17,53,626,9
36.55.227.128,6,80,1123,8
55.102.62.53,17,56784,704,5
125.145.219.204,6,80,999,8
244.244.143.220,17,53,706,9
161.170.140.73,17,53,1460,9
158.84.183.191,6,80,1255,8
156.147.146.69,6,55296,1103,5
153.95.167.152,6,443,1128,8
135.150.69.184,6,80,83,8
32.205.91.184,17,14385,1197,5
121.56.206.127,17,53,657,9
4.136.160.232,6,443,280,8
94.184.224.219,6,80,870,8
63.1.14.37,6,443,1004,8
241.207.200.63,6,80,1235,8
176.51.60.13,17,53,1314,9
231.13.200.184,6,80,1159,8
203.55.168.93,17,53,1458,9
178.197.185.185,17,53,518,9
230.224.5.221,6,80,1343,8
247.41.76.33,17,53,808,9
233.80.65.157,6,80,316,8
156.0.203.82,17,7985,1180,5
63.196.244.208,6,23018,339,5
144.52.76.134,6,8687,1480,5
227.251.140.29,6,443,596,8
225.119.102.177,17,53,957,9
82.87.250.93,17,25021,1173,5
135.123.251.80,17,53,440,9
186.82.219.242,6,443,504,8
17.34.6.162,17,53,988,9
197.27.41.34,6,443,807,8
182.63.147.246,17,53,214,9
199.27.59.103,6,47080,395,5
121.71.122.168,17,48784,976,5
0.200.24.186,17,20738,217,5
158.227.21.99,17,53,1434,9
143.215.58.249,6,80,571,8
200.159.136.79,6,443,1336,8
244.232.43.108,6,80,839,8
154.230.157.151,6,58117,1500,5
226.128.101.215,6,80,1091,8
129.14.157.64,6,443,950,8
96.66.30.181,17,12735,97,5
218.74.157.11,17,6545,1381,5
76.85.84.45,6,80,813,8
52.73.19.24,6,47671,529,5
75.205.110.77,6,443,1127,8
107.226.100.147,17,19899,1302,5
94.94.164.205,6,443,485,8
254.51.235.215,17,53,635,9
80.104.1.185,17,53,410,9
239.216.223.169,17,53,298,9
116.184.178.34,17,24983,619,5
155.70.94.4,17,32194,386,5
72.230.54.181,17,3807,597,5
150.35.147.70,6,12430,1176,5
4.87.62.53,6,443,290,8
122.35.83.53,17,53,1263,9
36.73.234.15,17,53,443,9
82.234.19.184,6,443,500,8
45.145.78.41,6,80,146,8
194.178.49.93,6,80,1261,8
164.196.88.41,17,62600,619,5
130.255.81.224,17,11852,165,5
182.178.177.60,6,443,244,8
127.38.50.223,17,36202,153,5
237.76.131.37,17,12903,616,5
35.209.60.127,6,80,1363,8
182.191.31.81,17,26697,1484,5
91.105.169.168,17,14002,324,5
20.198.209.109,6,443,1192,8
17.207.196.107,17,23342,1307,5
202.43.168.245,6,443,1148,8
177.208.109.138,17,39282,1390,5
53.14.162.178,17,19089,918,5
40.184.47.161,17,59116,300,5
222.96.213.68,6,35227,72,5
58.54.162.109,6,27326,989,5
6.51.159.127,6,28722,283,5
178.129.115.142,17,36406,607,5
122.139.163.207,17,53,213,9
10.204.9.218,6,26997,566,5
194.46.223.196,17,61991,1466,5
243.48.249.49,17,53,1215,9
81.200.16.239,17,53,325,9
101.83.185.107,6,443,882,8
74.37.206.200,6,80,767,8
17.101.237.127,17,53,1316,9
9.55.169.130,17,41316,105,5
125.208.167.75,6,443,413,8
225.179.157.100,17,53,80,9
212.59.191.116,6,443,805,8
101.173.175.171,6,80,1426,8
159.111.73.103,6,80,1186,8
99.111.122.191,6,80,373,8
213.182.234.193,17,2590,219,5
65.155.115.51,17,53,1130,9
50.30.36.98,17,9881,1419,5
229.222.158.40,6,12061,1280,5
100.131.143.91,6,54996,557,5
166.132.184.59,6,6288,1407,5
115.159.81.195,17,53,1400,9
197.31.207.239,6,80,1079,8
52.96.3.163,17,53,357,9
28.217.123.23,17,53,1354,9
52.161.25.153,17,53,522,9
77.169.178.54,17,53,1356,9
118.186.69.114,6,80,1034,8
215.243.176.84,6,443,624,8
6.24.147.236,6,80,1049,8
3.42.12.6,6,11328,931,5
212.95.211.154,17,10804,1091,5
220.64.108.59,6,443,513,8
52.211.135.221,17,11417,1359,5
83.205.201.63,17,53,1469,9
251.246.118.175,6,80,371,8
125.222.227.125,17,53,269,9
63.158.231.182,17,61584,788,5
157.202.113.239,6,80,621,8
226.104.217.47,6,15374,115,5
218.73.84.8,6,34810,234,5
158.136.235.171,6,80,1414,8
219.111.58.212,6,80,413,8
242.96.163.237,17,24368,1297,5
238.30.237.191,17,53,345,9
77.174.172.92,6,80,1332,8
40.212.39.37,6,443,600,8
13.180.167.250,6,54849,1305,5
224.94.173.28,6,443,898,8
19.123.65.194,17,53,817,9
5.187.165.228,6,80,779,8
197.59.204.58,17,53,1280,9
230.5.132.162,17,53,690,9
77.83.40.14,6,40375,1386,5
67.65.253.14,17,33087,364,5
52.100.253.0,17,11744,537,5
121.252.56.49,6,17652,1155,5
3.172.13.27,6,80,1443,8
60.28.9.163,17,53,1476,9
142.180.180.14,17,56700,512,5
69.35.25.174,17,7077,538,5
122.207.65.240,6,6027,283,5
39.62.84.229,17,53,297,9
16.174.45.252,6,28556,580,5
173.146.171.191,17,46551,1324,5
7.167.103.57,17,53,784,9
127.87.36.115,17,53,1042,9
212.152.115.111,6,32404,255,5
105.148.162.202,17,6715,1399,5
249.16.112.224,6,52749,527,5
122.170.246.117,6,443,405,8
205.76.1.179,17,53,314,9
223.58.214.232,6,80,1192,8
166.114.87.150,17,53,176,9
12.27.126.147,6,6474,223,5
